Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,date,Valuation,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%
1572,Anderson Lucoqui,ANG,DF,Mainz 05,Bundesliga,24.0,1997,13,9,743,8.3,0.12,0.96,0.48,50.0,0.13,0.25,17.8,0.0,0.0,0.0,18.4,29.0,63.5,336.3,159.6,8.07,9.76,82.7,7.71,12.0,64.0,2.05,5.78,35.4,0.0,0.6,1.45,0.48,0.24,1.93,29.0,24.5,4.58,0.24,0.0,4.34,0.6,1.33,0.0,0.0,0.0,0.0,12.8,6.27,10.0,20.6,2.77,0.96,4.34,0.0,18.4,0.0,1.2,1.57,1.33,1.45,1.2,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,2.05,1.33,1.2,0.36,1.08,2.29,47.4,1.2,16.0,4.58,28.6,6.63,5.9,3.49,1.93,0.24,0.0,1.69,1.45,4.34,2.17,0.0,42.3,2.17,13.1,21.0,10.5,1.2,38.1,0.12,0.84,14.3,0.12,0.0,22.2,102.0,42.9,1.45,1.08,0.12,0.96,0.96,25.1,22.0,88.0,1.33,0.24,0.0,0.0,2.05,1.93,0.0,1.33,2.05,0.0,0.0,0.0,6.02,0.6,0.96,38.5,2021-12-22,2500000.0,,,,,
1580,Castello Lukeba,FRA,DF,Lyon,Ligue 1,19.0,2002,24,24,2095,23.3,0.09,0.26,0.13,50.0,0.33,0.67,8.0,0.0,0.0,0.0,64.8,71.0,91.4,1322.1,428.0,19.5,21.0,93.0,36.0,38.2,94.3,8.97,10.8,83.3,0.0,0.13,2.62,0.09,0.0,3.61,71.0,69.0,1.97,1.42,0.0,6.18,0.86,0.0,0.0,0.0,0.0,0.0,62.3,3.26,5.41,55.8,11.2,2.15,0.47,0.13,64.8,0.0,0.86,1.29,0.69,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.86,1.2,0.39,0.0,0.6,1.03,58.3,0.43,10.9,4.12,37.8,5.88,4.51,0.52,1.42,0.43,0.0,0.99,2.96,4.55,3.09,0.04,80.3,7.6,40.4,42.3,1.72,0.43,78.6,0.47,0.6,78.6,0.52,0.0,58.2,291.4,132.2,3.13,0.3,0.0,0.3,0.43,58.7,57.9,98.6,0.0,0.04,0.0,0.0,0.82,0.69,0.04,0.0,0.86,0.0,0.09,0.0,10.1,2.45,1.67,59.4,2022-05-30,20000000.0,,,,,
1587,Sebastiano Luperto,ITA,DF,Empoli,Serie A,25.0,1996,24,22,1958,21.8,0.0,0.41,0.14,33.3,0.0,0.0,12.7,0.0,0.0,0.0,37.9,44.5,85.1,824.2,280.7,9.17,10.2,89.7,21.1,22.9,92.2,6.93,10.5,66.2,0.05,0.32,2.39,0.23,0.0,2.75,44.5,40.2,4.31,2.34,0.0,4.08,1.15,0.09,0.0,0.0,0.0,0.0,33.6,2.75,8.21,36.1,5.28,1.7,0.18,0.18,37.9,0.23,0.5,0.92,0.23,0.73,0.64,0.05,0.0,0.0,0.0,0.05,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.38,0.87,0.83,0.46,0.09,0.32,0.64,50.0,0.32,9.36,2.94,31.4,4.82,3.85,0.69,2.16,1.38,0.05,0.78,2.52,3.9,6.83,0.0,57.4,15.0,35.7,23.7,1.79,0.46,53.1,0.05,0.09,50.0,0.05,0.0,30.4,201.2,111.0,2.06,0.6,0.0,0.18,0.14,32.8,32.1,97.9,0.18,0.37,0.05,0.05,1.51,0.32,0.05,0.09,0.87,0.0,0.05,0.0,7.29,2.52,2.48,50.5,2021-12-28,2500000.0,,,,,
1589,Lyanco,BRA,DF,Southampton,Premier League,25.0,1997,15,9,911,10.1,0.0,0.59,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,27.4,36.5,75.1,604.8,208.8,7.43,8.32,89.3,15.0,17.1,87.9,4.75,10.5,45.3,0.0,0.3,2.18,0.2,0.0,1.88,36.5,35.0,1.58,1.19,0.0,5.25,0.89,0.3,0.0,0.0,0.0,0.0,23.8,3.17,9.6,1.49,31.8,1.88,0.2,0.4,27.4,0.2,0.89,1.29,0.59,0.89,0.59,0.0,0.0,0.1,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.68,1.39,1.09,0.59,0.0,0.5,1.39,35.7,0.89,9.8,4.26,43.4,5.35,4.36,0.1,2.77,1.68,0.0,1.09,2.87,4.55,6.53,0.1,50.8,11.1,27.9,23.6,2.28,0.69,49.2,0.59,0.69,85.7,0.59,0.0,26.1,140.9,61.7,1.58,0.3,0.2,0.2,0.5,26.0,25.0,95.8,0.2,0.2,0.0,0.0,1.58,0.79,0.0,0.3,1.39,0.0,0.0,0.0,8.51,2.08,1.49,58.3,2021-12-23,5000000.0,,,,,
1593,Deiver Machado,COL,DF,Lens,Ligue 1,28.0,1993,22,5,523,5.8,0.0,0.34,0.0,0.0,0.0,0.0,23.2,0.0,0.0,0.0,37.2,44.3,84.0,602.4,201.6,18.6,20.7,90.0,15.9,17.6,90.2,2.07,3.97,52.2,0.17,1.38,1.03,0.86,0.69,2.93,44.3,35.3,8.97,0.34,0.0,3.45,0.86,2.93,0.0,0.0,0.0,0.0,28.6,11.0,4.66,29.7,4.48,1.21,8.62,0.0,37.2,0.0,0.34,1.55,1.9,2.59,2.07,0.0,0.0,0.0,0.17,0.34,0.17,0.17,0.0,0.0,0.0,0.0,0.0,2.76,1.55,1.38,0.69,0.69,1.55,2.07,75.0,0.52,16.4,5.34,32.6,5.34,6.55,4.48,1.9,0.17,0.0,1.72,1.38,4.14,1.55,0.0,58.1,2.41,16.0,25.5,20.0,1.55,49.5,1.21,3.1,38.9,1.55,0.17,36.2,178.3,96.7,5.0,1.72,0.52,2.24,1.72,38.1,32.8,86.0,2.76,0.17,0.0,0.0,0.86,2.07,0.34,2.93,1.55,0.0,0.0,0.0,7.59,0.86,0.86,50.0,2022-05-30,1800000.0,,,,,
1598,Pablo Maffeo,ESP,DF,Mallorca,La Liga,24.0,1997,35,35,2945,32.7,0.03,0.89,0.21,24.1,0.03,0.14,20.5,0.0,0.0,0.0,27.6,40.3,68.4,479.6,208.2,13.5,15.7,86.2,10.8,14.9,72.3,2.72,8.01,34.0,0.12,0.73,1.07,0.98,0.67,2.11,40.3,30.7,9.6,0.49,0.03,5.87,1.16,2.66,0.0,0.0,0.0,0.0,17.7,8.38,14.2,3.61,23.7,2.05,9.11,0.24,27.6,0.21,0.76,1.04,1.38,1.65,1.01,0.06,0.15,0.09,0.24,0.09,0.31,0.18,0.0,0.03,0.0,0.09,0.0,2.6,1.68,1.44,0.76,0.4,0.95,1.68,56.4,0.73,12.7,3.88,30.6,5.6,5.08,2.02,2.42,0.46,0.0,1.96,2.2,4.8,2.23,0.0,53.9,3.3,16.6,25.7,15.3,1.62,44.5,1.38,2.14,64.3,1.44,0.06,29.4,157.7,95.5,3.94,1.44,0.31,0.92,1.9,29.6,26.5,89.6,1.83,0.31,0.0,0.0,1.1,2.05,0.09,2.66,1.68,0.09,0.0,0.0,7.03,2.17,1.83,54.2,2022-03-21,5000000.0,,,,,
1601,Matej Maglica,CRO,DF,Stuttgart,Bundesliga,23.0,1998,1,0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,2022-03-28,400000.0,,,,,
1603,Giangiacomo Magnani,ITA,DF,Sampdoria,Serie A,26.0,1995,4,3,239,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8,55.9,85.4,1013.7,323.3,10.0,11.9,84.4,28.5,30.0,95.1,7.41,11.9,62.5,0.0,0.0,1.11,0.0,0.0,2.22,55.9,55.2,0.74,0.74,0.0,7.41,1.48,0.0,0.0,0.0,0.0,0.0,44.8,2.96,8.15,10.0,43.7,0.74,0.0,0.0,47.8,0.0,1.48,0.74,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.74,1.48,0.74,0.0,0.37,0.74,50.0,0.37,7.78,3.33,42.9,4.44,3.33,0.0,0.74,0.74,0.0,0.0,2.59,4.81,4.44,0.0,66.7,13.7,47.4,23.3,0.0,0.0,65.9,0.0,0.0,0.0,0.0,0.0,44.4,247.4,127.0,0.74,0.0,0.0,0.0,0.0,48.9,48.1,98.5,0.0,0.0,0.0,0.0,1.11,0.74,0.0,0.0,0.74,0.0,0.0,0.0,5.19,2.96,0.0,100.0,2021-12-28,4500000.0,,,,,
1604,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,26.0,1995,14,5,530,5.9,0.0,0.85,0.17,20.0,0.0,0.0,7.2,0.0,0.0,0.0,30.0,37.8,79.4,639.3,188.8,8.64,9.83,87.9,14.7,17.1,86.1,5.93,9.49,62.5,0.0,0.0,2.71,0.17,0.0,1.36,37.8,36.9,0.85,0.51,0.0,6.1,0.85,0.17,0.0,0.0,0.0,0.0,24.1,5.59,8.14,7.12,25.4,2.37,0.0,0.17,30.0,0.17,1.19,0.34,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,2.03,1.36,1.36,0.0,1.19,2.54,46.7,1.36,11.5,4.41,38.2,6.44,4.92,0.17,1.36,0.51,0.0,0.85,2.54,5.25,7.8,0.0,52.5,7.97,27.3,25.3,2.37,0.85,51.9,0.0,0.0,0.0,0.0,0.0,22.9,132.7,82.2,0.85,0.34,0.0,0.17,0.17,27.3,26.8,98.1,0.17,0.51,0.17,0.0,1.86,1.53,0.0,0.17,2.03,0.0,0.0,0.0,7.8,4.24,1.53,73.5,2021-12-28,4500000.0,,,,,
1607,Harry Maguire,ENG,DF,Manchester Utd,Premier League,29.0,1993,30,28,2515,27.9,0.04,0.82,0.36,43.5,0.04,0.1,11.9,0.0,0.0,0.0,47.3,54.2,87.3,1070.5,320.6,12.4,13.5,91.5,24.6,26.8,92.0,9.93,13.2,75.3,0.0,0.11,4.48,0.07,0.0,3.08,54.2,52.5,1.72,1.61,0.0,6.85,2.51,0.04,0.0,0.0,0.0,0.0,39.4,4.59,10.3,7.71,41.1,3.12,0.07,0.25,47.3,0.18,1.08,0.61,0.32,0.72,0.39,0.07,0.04,0.14,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.47,0.93,0.9,0.39,0.18,0.5,0.97,51.9,0.47,6.2,2.33,37.6,4.23,1.76,0.22,1.65,1.15,0.0,0.5,1.9,3.37,4.66,0.0,64.8,9.5,32.5,32.9,3.62,1.47,63.2,0.11,0.18,60.0,0.11,0.0,38.7,257.7,139.8,3.94,0.68,0.0,0.18,0.14,43.0,42.1,97.8,0.25,0.32,0.04,0.04,0.82,0.82,0.04,0.04,0.93,0.0,0.0,0.04,10.2,3.66,1.29,73.9,2022-03-29,40000000.0,,,,,
1612,Ainsley Maitland-Niles,ENG,DF,Roma,Serie A,24.0,1997,8,7,487,5.4,0.0,0.56,0.37,66.7,0.0,0.0,18.5,0.0,0.0,0.0,45.4,59.3,76.6,821.7,288.7,19.3,22.4,86.0,20.0,24.3,82.4,5.0,9.63,51.9,0.0,0.93,2.22,1.3,0.56,4.07,59.3,46.9,12.4,0.19,0.0,5.19,1.3,3.52,0.0,0.0,0.0,0.0,31.7,17.8,9.81,6.85,37.8,1.11,12.2,0.56,45.4,0.19,1.3,2.41,2.41,1.85,1.67,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.56,0.37,0.19,0.37,0.56,2.22,25.0,1.67,14.8,5.56,37.5,5.0,6.85,2.96,3.15,0.0,0.0,3.15,2.41,3.33,1.3,0.0,69.6,2.78,20.0,29.1,23.7,1.3,57.4,0.56,0.93,60.0,0.74,0.0,39.6,190.9,111.9,5.19,1.3,0.19,1.48,1.3,46.3,41.3,89.2,3.15,0.0,0.0,0.0,1.3,0.37,0.19,3.52,0.56,0.0,0.0,0.0,7.59,0.93,0.74,55.6,2021-12-23,12000000.0,,,,,
1626,Hugo Mallo,ESP,DF,Celta Vigo,La Liga,30.0,1991,21,21,1826,20.3,0.05,0.89,0.1,11.1,0.06,0.5,18.1,0.0,0.0,0.0,46.9,61.1,76.8,807.5,315.8,21.6,24.3,89.0,21.1,25.8,82.0,3.55,8.87,40.0,0.05,0.89,2.56,1.38,0.54,4.48,61.1,49.9,11.2,0.84,0.0,6.26,0.44,3.15,0.0,0.0,0.0,0.0,34.6,13.3,13.3,6.11,40.1,2.76,10.4,0.15,46.9,0.25,0.94,1.72,1.92,1.72,1.38,0.2,0.05,0.05,0.05,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.51,1.38,1.43,0.94,0.15,0.59,1.38,42.9,0.79,14.1,5.07,35.9,5.96,6.11,2.07,1.97,0.49,0.0,1.48,1.67,4.19,3.74,0.0,73.6,3.55,21.4,34.3,21.1,2.22,62.5,0.34,0.74,46.7,0.34,0.05,38.2,176.1,94.4,4.88,1.28,0.39,0.79,0.49,47.0,42.1,89.6,3.05,0.25,0.1,0.05,1.97,0.34,0.3,3.15,1.38,0.0,0.0,0.0,8.67,2.66,1.53,63.5,2021-12-30,4000000.0,,,,,
1627,Lennard Maloney,USA,DF,Dortmund,Bundesliga,22.0,1999,2,0,9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,160.0,81.3,2810.0,660.0,50.0,50.0,100.0,50.0,50.0,100.0,30.0,60.0,50.0,0.0,10.0,10.0,10.0,10.0,0.0,160.0,150.0,10.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,20.0,40.0,40.0,100.0,0.0,10.0,0.0,130.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,190.0,20.0,110.0,60.0,20.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,110.0,450.0,220.0,10.0,0.0,0.0,0.0,0.0,140.0,140.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,20.0,10.0,66.7,2022-06-01,350000.0,,,,,
1632,Vincent Manceau,FRA,DF,Angers,Ligue 1,32.0,1989,28,25,2361,26.2,0.0,0.15,0.0,0.0,0.0,0.0,23.4,0.0,0.0,0.0,54.5,61.3,89.0,1178.5,483.3,15.0,15.8,94.9,29.2,31.3,93.4,9.89,13.0,76.2,0.0,0.11,3.78,0.23,0.0,3.51,61.3,58.8,2.48,1.49,0.0,4.73,2.21,0.11,0.0,0.0,0.0,0.0,47.3,5.61,8.44,5.53,52.3,1.79,0.99,0.11,54.5,0.15,0.69,1.07,0.69,0.46,0.46,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.3,0.65,0.65,0.65,0.0,0.5,1.56,31.7,1.07,9.47,3.4,35.9,5.19,3.63,0.65,1.6,0.27,0.0,1.34,1.68,2.98,2.52,0.0,69.3,6.07,37.2,33.2,3.02,0.15,66.9,0.11,0.15,75.0,0.11,0.0,47.3,214.1,117.5,2.48,0.69,0.08,0.27,0.38,50.5,50.0,98.9,0.11,0.08,0.04,0.04,0.53,0.57,0.0,0.11,0.65,0.0,0.0,0.0,8.78,0.76,1.18,39.2,2022-05-30,800000.0,,,,,
1633,Gianluca Mancini,ITA,DF,Roma,Serie A,26.0,1996,33,33,2878,32.0,0.0,0.75,0.19,25.0,0.0,0.0,9.7,0.0,0.0,0.0,47.9,55.9,85.7,1034.8,350.3,13.3,14.6,91.4,26.0,27.6,94.0,8.38,12.9,64.9,0.0,0.19,3.63,0.53,0.09,3.69,55.9,54.0,1.94,1.47,0.03,4.66,1.28,0.25,0.0,0.0,0.0,0.0,43.0,3.53,9.38,3.91,48.4,1.91,0.28,0.16,47.9,0.06,0.5,1.34,0.59,0.97,0.72,0.0,0.0,0.13,0.06,0.06,0.09,0.06,0.0,0.0,0.03,0.0,0.0,1.84,1.34,1.06,0.69,0.09,0.75,1.25,60.0,0.5,12.5,4.47,35.8,6.41,5.34,0.75,1.28,0.63,0.03,0.66,1.56,3.41,2.88,0.0,64.0,8.5,32.0,31.3,4.41,1.16,62.1,0.16,0.22,71.4,0.19,0.0,43.4,216.9,125.3,3.53,0.94,0.09,0.31,0.09,48.3,47.4,98.0,0.16,0.5,0.03,0.03,2.06,0.5,0.03,0.25,1.34,0.0,0.0,0.0,6.13,2.41,1.31,64.7,2022-03-15,25000000.0,,,,,
1636,Reinildo Mandava,MOZ,DF,Lille,Ligue 1,28.0,1994,18,18,1524,16.9,0.06,0.36,0.18,50.0,0.17,0.33,11.7,0.0,0.0,0.0,47.6,56.9,83.6,764.3,267.0,24.6,26.4,93.0,18.7,21.4,87.5,3.25,6.92,47.0,0.0,0.24,2.78,0.24,0.06,2.96,56.9,46.5,10.4,1.36,0.0,5.03,0.47,0.77,0.0,0.0,0.0,0.0,37.4,11.1,8.4,38.0,7.04,2.07,9.05,0.06,47.6,0.36,0.59,1.24,1.12,1.12,0.71,0.0,0.12,0.12,0.12,0.06,0.18,0.12,0.0,0.0,0.0,0.06,0.0,2.9,1.95,2.19,0.47,0.24,1.78,3.14,56.6,1.36,12.8,4.67,36.4,7.34,4.08,1.42,2.31,0.24,0.0,2.07,2.19,5.09,2.84,0.06,68.6,4.14,23.3,35.7,13.8,1.07,58.4,0.71,1.48,48.0,0.77,0.24,40.4,200.2,122.0,4.79,1.48,0.24,0.89,0.71,42.8,39.9,93.2,2.25,0.41,0.0,0.0,2.01,1.66,0.06,0.77,1.95,0.0,0.0,0.0,7.16,1.6,1.07,60.0,2022-03-21,15000000.0,,,,,
1637,Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,28.0,1994,17,15,1298,14.4,0.0,0.14,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,37.7,46.4,81.3,630.1,268.2,17.4,19.0,91.9,17.0,20.1,84.5,2.43,5.76,42.2,0.0,0.21,2.36,0.28,0.0,2.29,46.4,39.6,6.81,0.83,0.0,5.14,0.69,0.56,0.0,0.0,0.0,0.0,29.7,7.57,9.1,30.3,6.46,2.64,5.97,0.21,37.7,0.0,1.18,0.76,0.69,0.69,0.63,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,1.53,1.88,0.69,0.07,1.11,1.94,57.1,0.83,12.2,4.1,33.5,6.88,4.72,0.63,2.08,0.56,0.0,1.53,2.15,4.79,2.85,0.0,56.5,3.89,26.3,27.5,6.39,0.63,50.0,0.28,0.63,44.4,0.28,0.07,34.2,176.8,91.0,2.22,0.63,0.14,0.76,0.28,31.2,30.3,97.3,1.11,0.35,0.0,0.0,2.01,1.53,0.0,0.56,1.53,0.0,0.07,0.0,8.54,1.74,1.46,54.3,2022-03-21,15000000.0,,,,,
1642,Eliaquim Mangala,FRA,DF,Saint-Étienne,Ligue 1,31.0,1991,14,14,1179,13.1,0.08,0.23,0.08,33.3,0.33,1.0,8.7,0.0,0.0,0.0,38.2,43.7,87.4,845.6,207.9,7.94,8.85,89.7,23.2,25.1,92.4,6.41,8.7,73.7,0.0,0.08,1.15,0.08,0.0,1.37,43.7,42.5,1.22,1.07,0.08,5.11,0.92,0.08,0.08,0.08,0.0,0.0,34.0,3.82,5.95,26.1,14.1,1.83,0.08,0.31,38.2,0.08,1.07,1.07,0.38,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.53,0.92,0.23,0.0,0.15,0.61,25.0,0.46,8.02,3.05,38.1,4.81,3.05,0.15,1.45,0.61,0.0,0.84,2.37,3.51,5.5,0.08,54.3,7.48,29.3,26.0,1.53,0.38,53.4,0.23,0.23,100.0,0.23,0.0,34.4,180.5,82.3,1.45,0.15,0.08,0.0,0.38,34.3,34.0,99.1,0.15,0.69,0.0,0.0,1.37,0.76,0.0,0.08,0.53,0.0,0.08,0.0,7.56,2.82,1.6,63.8,2022-05-30,1800000.0,,,,,
1645,Ricardo Mangas,POR,DF,Bordeaux,Ligue 1,24.0,1998,29,27,2353,26.1,0.11,0.65,0.19,29.4,0.18,0.6,13.1,0.0,0.0,0.0,32.3,41.1,78.5,604.9,243.1,13.3,15.3,86.7,14.8,18.2,81.3,3.68,5.98,61.5,0.04,0.5,1.8,0.57,0.08,2.87,41.1,32.5,8.62,0.84,0.0,5.4,1.11,1.38,0.0,0.0,0.0,0.0,24.3,8.35,8.51,25.5,5.86,1.26,7.78,0.08,32.3,0.08,0.5,1.84,1.38,1.23,1.07,0.11,0.0,0.0,0.0,0.04,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.53,0.8,1.03,0.34,0.15,0.57,1.23,46.9,0.65,11.6,3.26,28.1,6.02,4.25,1.3,1.61,0.15,0.0,1.46,1.61,3.14,1.99,0.08,51.4,3.56,19.5,23.1,12.8,1.72,43.1,0.61,1.23,50.0,0.77,0.0,29.7,179.4,105.2,3.64,1.57,0.19,0.84,1.03,32.1,28.4,88.5,2.34,0.08,0.0,0.0,1.07,1.15,0.04,1.38,0.8,0.0,0.04,0.04,6.7,1.15,1.19,49.2,2022-05-30,1500000.0,,,,,
1647,Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,28.0,1994,19,15,1257,14.0,0.07,0.29,0.14,50.0,0.25,0.5,15.5,0.0,0.0,0.0,21.3,29.0,73.4,303.0,123.6,12.5,14.5,86.2,6.71,9.43,71.2,1.07,3.0,35.7,0.14,0.29,1.0,0.14,0.0,1.21,29.0,21.9,7.07,0.07,0.0,3.57,0.21,0.71,0.0,0.0,0.0,0.0,14.8,7.57,6.64,2.0,17.6,1.64,7.0,0.29,21.3,0.07,0.71,1.64,0.86,0.64,0.57,0.0,0.0,0.0,0.07,0.0,0.29,0.21,0.0,0.0,0.0,0.07,0.0,2.93,1.71,1.93,0.71,0.29,1.36,2.57,52.8,1.21,12.5,4.0,32.0,7.14,3.29,2.07,2.0,0.43,0.0,1.57,1.64,4.57,2.07,0.0,39.4,4.36,15.9,15.5,9.79,0.79,32.5,0.57,0.86,66.7,0.57,0.0,18.5,82.0,36.9,1.36,0.57,0.07,0.64,0.5,19.1,16.0,83.6,1.29,0.36,0.0,0.0,0.57,1.29,0.07,0.71,1.71,0.0,0.0,0.0,7.14,1.14,1.07,51.6,2021-12-23,3000000.0,,,,,
1654,Marcelo,BRA,DF,Real Madrid,La Liga,34.0,1988,11,4,442,4.9,0.0,1.63,0.61,37.5,0.0,0.0,20.2,0.0,0.0,0.0,78.6,95.5,82.3,1360.2,339.6,41.2,45.3,91.0,30.0,33.9,88.6,6.94,13.9,50.0,0.41,1.84,5.31,2.45,0.82,6.33,95.5,86.9,8.57,0.82,0.0,9.18,3.67,4.29,0.0,0.0,0.0,0.0,67.1,15.1,13.3,72.7,13.7,0.82,7.76,0.41,78.6,0.2,2.65,3.06,2.86,2.86,2.65,0.0,0.0,0.0,0.0,0.2,0.41,0.41,0.0,0.0,0.0,0.0,0.0,1.63,0.82,0.82,0.41,0.41,0.82,2.04,40.0,1.22,6.73,2.86,42.4,2.86,1.84,2.04,1.43,0.41,0.0,1.02,1.22,2.86,1.22,0.0,105.3,3.67,20.0,48.0,46.1,3.67,97.1,1.84,2.45,75.0,1.84,0.0,83.3,352.4,223.3,11.0,4.69,0.82,1.02,0.41,88.2,83.1,94.2,6.94,0.0,0.0,0.0,0.61,2.04,0.0,4.29,0.82,0.0,0.0,0.0,7.55,0.2,1.02,16.7,2022-05-30,1000000.0,,,,,
1655,Marcelo,BRA,DF,Bordeaux,Ligue 1,35.0,1987,11,11,898,10.0,0.0,0.3,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,56.1,65.9,85.1,1328.6,375.2,12.9,14.9,86.6,28.4,30.2,94.0,14.5,20.1,72.1,0.0,0.2,2.1,0.2,0.0,2.5,65.9,64.5,1.4,1.3,0.1,7.4,3.0,0.0,0.0,0.0,0.0,0.0,48.0,4.4,13.5,3.9,55.5,3.2,0.1,0.1,56.1,0.0,2.1,1.1,0.2,0.8,0.6,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.2,0.5,0.2,0.0,0.3,0.5,60.0,0.2,5.4,2.0,37.0,3.7,1.5,0.2,0.9,0.3,0.0,0.6,1.7,2.4,4.1,0.1,74.1,10.9,42.4,35.2,1.5,1.1,73.0,0.2,0.2,100.0,0.2,0.1,49.1,287.6,153.9,2.5,0.1,0.0,0.4,0.1,53.0,52.3,98.7,0.2,0.4,0.0,0.0,0.7,0.3,0.0,0.0,0.2,0.0,0.0,0.1,11.8,4.2,0.9,82.4,2022-05-30,1000000.0,,,,,
