Age,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,CK,CkIn,CkOut,CkStr,TI,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,Date,Position,Valuation
31.0,23,21,1938,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,26.9,62.7,648.9,473.0,2.0,2.05,97.7,5.63,5.63,100.0,9.07,19.0,47.8,0.0,0.0,0.65,0.05,0.0,0.0,26.9,15.5,11.4,3.02,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.05,16.9,0.09,0.14,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,26.6,29.2,0.0,0.0,0.0,17.9,10.5,61.2,35.2,0.0,0.0,0.0,0.0,0.0,8.47,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,3.77,0.0,0.0,0.0,2021-12-28,Goalkeeper,700000.0
31.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,30.0,46.7,500.0,339.0,1.0,1.0,100.0,6.0,6.0,100.0,7.0,23.0,30.4,0.0,0.0,0.0,0.0,0.0,0.0,30.0,21.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.0,32.0,0.0,0.0,0.0,23.0,17.0,91.0,41.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2021-12-28,Goalkeeper,50000.0
33.0,10,10,900,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,32.0,52.8,586.5,382.9,2.0,2.1,95.2,7.2,7.5,96.0,7.6,22.3,34.1,0.0,0.0,0.5,0.0,0.0,0.0,32.0,21.5,10.5,2.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,34.3,30.1,34.1,0.2,0.0,0.0,24.1,14.5,65.0,33.3,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.1,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.0,4.9,0.0,0.0,0.0,2021-12-28,Goalkeeper,800000.0
25.0,13,13,1170,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,25.9,78.0,608.4,326.8,3.54,3.54,100.0,8.38,8.69,96.5,8.23,13.6,60.5,0.0,0.0,0.0,0.0,0.0,0.0,25.9,16.3,9.62,2.08,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,28.0,25.6,27.9,0.08,0.0,0.0,18.5,12.1,51.6,30.3,0.0,0.0,0.0,0.08,0.0,8.31,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,0.0,0.0,2022-05-30,Goalkeeper,7000000.0
25.0,19,19,1710,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,30.4,57.4,555.5,364.3,2.89,2.89,100.0,7.37,7.42,99.3,7.05,19.9,35.4,0.0,0.0,0.42,0.0,0.0,0.0,30.4,20.1,10.3,3.11,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.11,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,28.7,33.6,0.16,0.0,0.0,23.4,14.9,68.5,35.5,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,6.26,0.0,0.0,0.0,2022-05-30,Goalkeeper,7000000.0
23.0,11,9,833,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,33.5,70.8,691.6,454.8,5.38,5.38,100.0,10.5,10.5,100.0,7.85,17.6,44.5,0.0,0.0,0.11,0.11,0.0,0.0,33.5,23.1,10.4,1.4,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9,33.9,35.9,0.0,0.0,0.0,25.5,15.5,66.0,41.4,0.0,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.11,4.73,0.0,0.0,0.0,2022-05-30,Goalkeeper,1500000.0
31.0,38,38,3420,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,31.6,69.4,807.8,549.3,2.11,2.11,100.0,9.08,9.13,99.4,10.7,20.3,52.7,0.03,0.08,0.37,0.0,0.0,0.0,31.6,20.1,11.5,2.84,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.05,0.03,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.03,0.0,0.03,0.03,0.03,0.0,0.0,34.9,31.1,34.7,0.16,0.05,0.03,23.5,14.7,71.2,32.8,0.0,0.03,0.0,0.0,0.0,12.2,0.0,0.03,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,0.0,2022-05-30,Goalkeeper,4500000.0
39.0,17,17,1456,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,31.3,64.1,699.3,459.3,3.46,3.52,98.2,7.16,7.41,96.7,9.44,20.4,46.4,0.0,0.06,0.43,0.06,0.0,0.0,31.3,20.8,10.5,4.44,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.19,0.19,0.19,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,33.1,28.6,33.0,0.19,0.0,0.0,22.8,16.2,80.1,49.1,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.12,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.06,0.0,4.2,0.06,0.0,100.0,2021-12-30,Goalkeeper,900000.0
27.0,4,4,360,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,31.8,90.6,649.5,354.3,9.25,9.25,100.0,14.3,14.3,100.0,5.0,8.0,62.5,0.0,0.0,0.5,0.0,0.0,0.0,31.8,21.8,10.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,29.3,35.0,0.25,0.0,0.0,25.5,15.3,51.8,18.8,0.0,0.0,0.0,0.25,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,2021-12-22,Goalkeeper,500000.0
32.0,14,14,1260,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,39.6,59.6,877.1,584.3,2.36,2.36,100.0,8.64,8.71,99.2,12.6,28.6,44.3,0.0,0.07,0.79,0.0,0.0,0.14,39.6,28.4,11.2,2.93,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,23.6,0.29,0.14,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,43.1,37.5,42.8,0.36,0.0,0.0,31.9,19.6,104.7,68.1,0.0,0.0,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,6.07,0.0,0.07,0.0,2021-12-22,Goalkeeper,450000.0
29.0,9,8,765,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,32.8,73.5,597.5,302.1,6.59,6.59,100.0,12.1,12.4,98.1,5.29,13.8,38.5,0.0,0.0,0.24,0.0,0.0,0.0,32.8,22.1,10.7,2.94,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,31.2,34.6,0.12,0.0,0.0,24.2,16.1,67.9,24.8,0.0,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,2021-12-23,Goalkeeper,2000000.0
40.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,29.5,66.1,774.0,604.5,2.0,2.0,100.0,7.0,7.0,100.0,10.5,20.5,51.2,0.0,0.0,0.0,0.0,0.0,0.0,29.5,20.5,9.0,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,34.0,27.0,34.0,0.0,0.0,0.0,25.0,18.5,112.0,57.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2021-12-23,Goalkeeper,250000.0
35.0,14,14,1260,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,34.4,66.5,731.6,480.3,3.71,3.79,98.1,9.0,9.14,98.4,9.79,21.0,46.6,0.0,0.14,0.14,0.0,0.0,0.0,34.4,21.1,13.3,3.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,0.14,0.29,0.29,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.14,0.07,37.4,32.3,37.3,0.14,0.07,0.07,24.2,16.6,75.7,35.6,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.21,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,5.64,0.0,0.0,0.0,2021-12-30,Goalkeeper,800000.0
29.0,28,28,2520,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,38.6,78.3,936.4,536.6,4.39,4.43,99.2,13.6,13.8,99.2,12.1,20.3,59.9,0.0,0.0,0.39,0.0,0.0,0.04,38.6,29.4,9.29,2.11,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,30.3,0.07,0.11,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,40.9,33.9,40.8,0.29,0.0,0.0,31.7,23.1,94.3,42.5,0.0,0.0,0.0,0.04,0.0,21.9,0.0,0.04,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,5.29,0.0,0.0,0.0,2021-12-22,Goalkeeper,14000000.0
33.0,17,17,1457,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27.5,65.5,674.0,486.1,2.16,2.16,100.0,5.99,6.05,99.0,9.57,19.0,50.3,0.06,0.06,0.49,0.0,0.0,0.12,27.5,18.3,9.2,3.09,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.12,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.19,0.0,29.9,26.4,29.6,0.31,0.0,0.0,20.8,13.4,68.9,42.5,0.06,0.0,0.0,0.0,0.0,11.2,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.0,2021-12-30,Goalkeeper,4000000.0
23.0,1,0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,30.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,60.0,0.0,0.0,0.0,30.0,20.0,140.0,110.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-30,Goalkeeper,300000.0
35.0,37,37,3322,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,39.7,78.2,867.5,466.7,6.88,6.96,98.8,12.0,12.2,98.2,11.9,20.3,58.7,0.0,0.03,0.16,0.03,0.0,0.0,39.7,29.2,10.5,3.66,0.03,0.98,0.0,0.0,0.0,0.0,0.0,0.0,31.1,0.11,0.05,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.08,42.3,35.6,42.2,0.24,0.0,0.0,32.0,22.2,116.1,77.6,0.0,0.0,0.0,0.03,0.0,22.3,0.0,0.05,0.0,0.0,0.05,0.19,0.0,0.0,0.0,0.0,0.05,0.0,4.63,0.0,0.0,0.0,2021-12-28,Goalkeeper,2000000.0
