Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,CK,CkIn,CkOut,CkStr,TI,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,date,Valuation
1434,Jean-Philippe Krasso,FRA,FW,Saint-Étienne,Ligue 1,24.0,1997,16,5,453,5.0,0.2,2.4,0.4,16.7,0.08,0.5,10.5,0.0,0.0,0.0,13.8,21.2,65.1,194.6,50.2,6.4,8.8,72.7,3.6,5.4,66.7,1.4,3.2,43.8,0.2,0.8,0.8,0.2,0.2,1.8,21.2,19.4,1.8,0.2,0.0,0.4,1.2,0.0,0.0,0.0,0.0,0.2,13.8,0.0,1.0,2.0,1.0,0.0,0.4,0.2,0.4,0.0,0.6,0.4,0.0,0.0,0.2,0.0,0.0,1.2,0.8,0.0,0.8,0.4,0.6,1.8,33.3,1.2,1.4,0.2,1.2,0.0,1.2,0.2,0.0,37.2,0.2,1.8,20.2,17.6,6.2,35.4,26.4,102.6,57.8,2.8,0.6,0.6,2.8,3.2,25.4,6.4,0.0,0.0,0.0,1.8,1.8,0.4,1.2,0.8,0.0,0.0,0.0,6.6,3.6,4.0,47.4,2021-12-16,1200000.0
1435,Julian Kristoffersen,NOR,FW,Salernitana,Serie A,25.0,1997,1,0,7,0.1,0.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,10.0,20.0,50.0,70.0,50.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,20.0,10.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,10.0,66.7,2021-12-29,300000.0
1445,Mykola Kukharevych,UKR,FW,Troyes,Ligue 1,20.0,2001,2,0,15,0.2,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,20.0,30.0,66.7,190.0,0.0,20.0,30.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,10.0,30.0,5.0,40.0,15.0,40.0,25.0,0.0,0.0,0.0,0.0,5.0,35.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,66.7,2022-04-12,400000.0
1451,Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,26.0,1995,14,4,396,4.4,0.0,2.5,0.68,27.3,0.0,0.0,9.4,0.0,0.0,0.0,15.9,21.1,75.3,225.9,51.4,10.9,12.7,85.7,3.86,5.45,70.8,1.14,2.27,50.0,0.23,2.05,0.91,0.45,0.0,1.14,21.1,18.4,2.73,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.23,15.9,0.23,0.23,2.5,2.05,0.0,0.0,0.23,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.45,0.23,0.23,0.0,0.23,0.0,0.45,0.0,0.45,1.59,0.0,1.59,0.0,0.45,0.0,0.0,36.1,0.0,1.36,18.6,16.8,5.91,33.4,23.0,61.1,26.6,1.36,0.23,0.0,5.23,2.5,28.4,7.5,0.23,0.0,0.0,3.18,2.05,0.23,0.0,0.23,0.0,0.0,0.0,2.05,2.73,2.5,52.2,2022-05-30,1200000.0
1453,Andrea La Mantia,ITA,FW,Empoli,Serie A,31.0,1991,18,3,488,5.4,0.37,3.15,0.56,17.6,0.12,0.67,9.8,0.0,0.0,0.0,13.0,18.1,71.4,165.9,39.6,8.52,10.7,79.3,3.33,5.37,62.1,0.37,0.56,66.7,0.0,1.3,0.74,0.19,0.0,2.04,18.1,18.0,0.19,0.0,0.0,0.19,0.74,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.37,2.04,1.67,0.0,0.0,0.19,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.0,0.37,0.19,0.0,0.0,0.37,0.0,0.37,0.0,0.37,0.56,0.19,0.37,0.37,0.74,1.11,0.0,28.9,1.11,2.04,11.9,15.6,6.11,28.7,13.9,48.5,14.6,1.11,0.19,0.19,2.59,1.48,22.8,6.48,0.0,0.0,0.0,1.3,1.67,0.56,0.74,0.19,0.19,0.0,0.0,2.96,6.11,3.7,62.3,2021-12-28,1500000.0
1464,Diego Lainez,MEX,FW,Betis,La Liga,21.0,2000,7,1,140,1.6,0.0,0.63,0.63,100.0,0.0,0.0,17.3,0.0,0.0,0.0,28.1,34.4,81.8,381.3,71.3,18.8,20.0,93.8,8.13,11.3,72.2,1.25,1.25,100.0,0.0,1.88,1.88,0.63,0.0,1.25,34.4,34.4,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,28.1,0.0,1.88,2.5,1.88,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.63,0.63,0.63,2.5,25.0,1.88,1.88,0.0,1.88,0.0,1.25,0.0,0.0,50.0,0.63,4.38,22.5,28.8,5.63,50.0,40.0,170.0,103.8,5.0,1.25,1.25,1.88,4.38,36.9,6.25,0.0,0.0,0.0,2.5,0.63,0.0,0.63,1.25,0.0,0.0,0.0,8.13,0.63,3.13,16.7,2022-03-17,3500000.0
1469,Sam Lammers,NED,FW,Eint Frankfurt,Bundesliga,25.0,1997,15,5,517,5.7,0.18,2.11,0.7,33.3,0.08,0.25,12.5,0.0,0.0,0.0,15.6,23.7,65.9,216.3,61.6,8.95,13.5,66.2,5.26,7.37,71.4,0.35,0.7,50.0,0.0,0.7,1.58,0.53,0.0,1.93,23.7,22.6,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,15.6,0.35,1.23,1.23,1.05,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.53,0.18,0.53,0.53,0.35,0.53,66.7,0.18,0.88,0.18,0.7,0.7,1.93,0.7,0.0,37.5,0.88,3.16,16.5,19.1,4.39,36.5,19.8,62.5,31.4,1.58,0.18,0.53,4.21,1.75,28.8,7.02,0.18,0.0,0.0,1.23,0.53,0.18,0.0,0.53,0.0,0.0,0.0,3.51,4.91,3.86,56.0,2022-03-24,3000000.0
1470,Sam Lammers,NED,FW,Atalanta,Serie A,25.0,1997,2,0,38,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,47.5,57.9,410.0,155.0,15.0,20.0,75.0,10.0,22.5,44.4,2.5,2.5,100.0,0.0,0.0,5.0,2.5,0.0,5.0,47.5,47.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,72.5,0.0,0.0,32.5,42.5,7.5,72.5,45.0,110.0,37.5,2.5,2.5,0.0,7.5,5.0,65.0,22.5,0.0,0.0,0.0,5.0,7.5,0.0,2.5,0.0,0.0,0.0,0.0,5.0,5.0,17.5,22.2,2022-03-24,3000000.0
1478,Bryan Lasme,FRA,FW,Arminia,Bundesliga,23.0,1998,23,7,877,9.7,0.21,1.44,0.72,50.0,0.14,0.29,14.5,0.0,0.0,0.0,12.6,20.3,61.9,195.6,41.6,7.22,11.0,65.4,3.61,5.67,63.6,1.03,1.75,58.8,0.0,0.82,0.82,0.93,0.41,1.13,20.3,19.5,0.82,0.0,0.0,0.72,1.65,0.0,0.0,0.0,0.0,0.0,12.6,0.0,1.24,1.96,1.44,0.0,0.21,0.1,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.41,0.0,0.31,0.31,0.1,0.31,33.3,0.21,1.03,0.0,1.03,0.1,0.72,1.13,0.0,33.7,1.24,2.68,14.3,18.4,6.49,32.9,20.7,96.1,45.9,2.89,0.62,1.13,3.2,1.96,23.7,7.42,0.21,0.0,0.0,1.55,1.03,0.93,1.65,0.41,0.0,0.0,0.0,4.54,3.92,4.12,48.7,2021-12-22,1800000.0
1513,Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,33.0,1988,34,34,2946,32.7,1.07,4.8,2.35,49.0,0.19,0.39,12.6,0.09,0.15,0.15,18.0,23.5,76.6,255.9,51.1,11.4,13.9,82.2,4.89,6.27,78.0,0.95,1.62,58.5,0.09,1.22,1.28,0.95,0.09,1.71,23.5,22.5,1.01,0.18,0.12,0.31,0.89,0.0,0.0,0.0,0.0,0.03,18.0,0.06,1.16,3.18,2.05,0.03,0.4,0.37,0.28,0.06,0.46,0.31,0.0,0.03,0.09,0.03,0.0,0.34,0.24,0.03,0.12,0.18,0.09,0.34,27.3,0.24,0.73,0.12,0.61,0.37,0.7,0.24,0.0,36.7,0.49,1.65,14.9,21.9,8.35,35.6,25.3,109.0,47.2,2.94,0.73,0.76,2.57,1.8,28.4,9.2,0.06,0.0,0.0,0.76,1.35,0.61,0.89,0.24,0.03,0.0,0.0,4.53,2.14,2.23,49.0,2021-12-22,50000000.0
1547,Shane Long,IRL,FW,Southampton,Premier League,35.0,1987,13,3,308,3.4,0.29,2.65,1.47,55.6,0.11,0.2,10.7,0.0,0.0,0.0,13.5,22.1,61.3,144.7,37.4,10.0,15.6,64.2,2.35,3.82,61.5,0.0,0.29,0.0,0.0,0.59,0.88,0.59,0.0,2.06,22.1,21.8,0.29,0.0,0.0,0.29,1.18,0.0,0.0,0.0,0.0,0.0,13.5,0.0,1.47,1.47,0.59,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.88,0.59,1.18,0.59,0.29,0.29,100.0,0.0,0.88,0.0,0.88,0.29,2.65,0.29,0.0,41.2,0.59,2.94,14.7,25.3,5.59,40.9,20.9,53.8,15.9,0.59,0.0,0.29,4.71,3.24,30.9,7.65,0.29,0.0,0.0,2.65,2.65,0.88,1.18,0.88,0.0,0.0,0.0,4.41,7.94,7.94,50.0,2021-12-23,800000.0
1570,Hirving Lozano,MEX,FW,Napoli,Serie A,26.0,1995,30,20,1613,17.9,0.28,2.85,1.06,37.3,0.1,0.26,16.6,0.0,0.0,0.0,26.1,33.4,78.4,404.0,98.4,14.0,16.6,84.2,9.61,11.6,83.1,1.51,2.35,64.3,0.28,1.68,1.06,1.9,0.84,3.13,33.4,32.7,0.67,0.11,0.11,0.56,2.4,0.06,0.0,0.0,0.0,0.5,26.1,0.11,2.07,3.3,2.68,0.0,0.22,0.11,0.22,0.06,0.61,0.45,0.0,0.06,0.0,0.11,0.0,1.68,0.78,0.78,0.56,0.34,0.67,1.84,36.4,1.17,1.51,0.0,1.51,0.78,2.46,0.34,0.0,46.6,0.67,6.7,19.9,24.0,5.36,46.0,35.3,236.3,149.4,8.21,2.29,2.01,1.84,2.12,35.6,6.65,0.17,0.0,0.0,1.79,2.18,0.78,2.4,0.78,0.06,0.0,0.0,5.31,0.61,1.01,37.9,2022-03-15,35000000.0
1579,Romelu Lukaku,BEL,FW,Chelsea,Premier League,29.0,1993,26,16,1589,17.7,0.45,2.37,0.73,31.0,0.17,0.54,13.1,0.06,0.06,0.06,13.2,18.1,73.1,169.1,24.3,8.53,10.5,81.6,3.16,4.63,68.3,0.56,0.96,58.8,0.0,1.19,0.4,0.51,0.0,0.9,18.1,16.6,1.53,0.0,0.28,0.11,0.51,0.0,0.0,0.0,0.0,0.0,13.2,0.11,0.73,2.49,1.69,0.0,0.23,0.11,0.34,0.11,0.28,0.0,0.0,0.06,0.0,0.17,0.06,0.28,0.17,0.0,0.11,0.17,0.11,0.28,40.0,0.17,0.56,0.17,0.4,0.06,0.34,1.19,0.0,28.5,1.19,1.81,12.6,15.6,5.99,26.9,16.8,71.4,42.9,2.37,0.68,1.3,2.15,1.58,21.0,8.42,0.06,0.0,0.0,0.45,0.79,0.79,0.51,0.17,0.17,0.0,0.0,2.77,2.71,2.82,49.0,2022-03-29,85000000.0
1599,Louis Mafouta,CTA,FW,Metz,Ligue 1,27.0,1994,15,5,525,5.8,0.34,1.55,1.21,77.8,0.22,0.29,15.1,0.0,0.0,0.0,19.3,24.3,79.4,250.0,25.3,13.1,14.8,88.4,4.48,6.55,68.4,0.52,0.86,60.0,0.0,0.34,0.52,0.0,0.0,0.52,24.3,22.4,1.9,0.0,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.52,1.55,1.03,0.0,0.0,0.0,0.34,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.17,0.0,0.17,0.17,0.17,1.03,16.7,0.86,0.34,0.0,0.34,0.17,0.52,0.52,0.0,35.0,0.86,3.1,20.5,12.9,2.76,33.1,20.7,64.0,20.9,1.55,0.0,0.52,4.31,1.72,27.6,6.03,0.0,0.0,0.0,2.76,1.03,0.69,0.34,0.17,0.0,0.0,0.0,3.45,3.45,4.83,41.7,2022-05-30,900000.0
1608,Riyad Mahrez,ALG,FW,Manchester City,Premier League,31.0,1991,28,15,1498,16.6,0.66,3.37,1.08,32.1,0.13,0.39,17.2,0.36,0.24,0.3,46.2,56.0,82.5,814.2,159.9,22.7,25.4,89.3,18.0,20.8,86.4,5.06,8.61,58.7,0.3,2.47,1.2,2.35,0.36,3.67,56.0,50.5,5.48,0.66,0.18,2.05,3.25,3.92,1.93,0.18,0.6,0.9,46.2,0.24,1.14,3.86,2.95,0.54,0.06,0.18,0.06,0.06,0.42,0.24,0.12,0.0,0.06,0.0,0.0,0.6,0.36,0.24,0.12,0.24,0.18,0.9,20.0,0.72,0.96,0.06,0.9,0.78,1.39,0.06,0.0,67.2,0.9,4.64,20.5,47.0,8.01,61.3,52.3,290.4,151.8,9.34,1.81,2.17,1.69,1.99,51.4,8.37,0.0,0.0,0.0,0.6,1.08,0.18,3.25,0.36,0.0,0.0,0.0,6.57,0.72,0.96,42.9,2021-12-23,40000000.0
1614,Josh Maja,NGA,FW,Bordeaux,Ligue 1,23.0,1998,2,0,9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,60.0,83.3,900.0,130.0,10.0,10.0,100.0,40.0,50.0,80.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,60.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,60.0,40.0,10.0,80.0,50.0,130.0,70.0,10.0,0.0,0.0,0.0,10.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-05-13,3000000.0
1624,Donyell Malen,NED,FW,Dortmund,Bundesliga,23.0,1999,27,20,1684,18.7,0.27,2.51,1.12,44.7,0.11,0.24,16.5,0.0,0.0,0.0,21.4,28.9,74.1,296.8,73.5,12.7,16.1,78.5,6.2,8.61,72.0,1.02,1.66,61.3,0.16,0.96,0.96,0.96,0.27,1.98,28.9,27.4,1.5,0.16,0.05,0.43,1.87,0.16,0.0,0.05,0.0,0.32,21.4,0.16,0.96,2.83,1.82,0.0,0.21,0.37,0.37,0.05,0.64,0.37,0.0,0.0,0.16,0.11,0.0,0.86,0.64,0.37,0.21,0.27,0.16,0.32,50.0,0.16,0.86,0.11,0.75,0.43,1.28,0.59,0.0,42.1,0.64,3.9,18.0,23.0,5.35,40.7,29.6,162.9,95.1,5.78,1.55,1.55,2.51,2.09,32.0,7.81,0.11,0.0,0.0,0.59,2.03,0.48,1.87,0.64,0.11,0.0,0.0,4.6,0.48,1.5,24.3,2022-03-24,27000000.0
1630,Rey Manaj,ALB,FW,Spezia,Serie A,25.0,1997,30,19,1768,19.6,0.26,2.6,0.71,27.5,0.06,0.21,17.4,0.31,0.1,0.15,17.3,22.9,75.5,259.4,43.1,9.9,12.2,81.2,5.77,7.6,75.8,1.02,1.17,87.0,0.0,0.66,1.22,0.31,0.05,0.92,22.9,20.1,2.81,0.15,0.05,0.36,0.31,0.05,0.0,0.05,0.0,0.0,17.3,0.1,1.28,2.24,1.28,0.0,0.2,0.26,0.41,0.1,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.97,0.51,0.26,0.41,0.31,0.31,0.87,35.3,0.56,0.87,0.0,0.87,0.31,1.28,0.82,0.0,39.9,0.87,3.37,22.0,16.7,3.98,36.9,25.5,107.4,52.0,2.76,0.82,0.71,4.08,2.96,28.4,6.79,0.46,0.0,0.0,3.11,3.32,0.56,0.31,0.51,0.05,0.0,0.0,4.39,3.67,5.87,38.5,2021-12-28,1000000.0
1634,Leonardo Mancuso,ITA,FW,Empoli,Serie A,30.0,1992,8,5,425,4.7,0.21,2.55,1.06,41.7,0.08,0.2,14.5,0.0,0.0,0.0,11.3,16.8,67.1,184.0,39.6,6.38,7.87,81.1,3.62,5.96,60.7,1.28,2.55,50.0,0.0,0.85,0.43,1.28,0.43,1.06,16.8,14.9,1.91,0.0,0.0,0.21,1.28,0.0,0.0,0.0,0.0,0.21,11.3,0.0,0.43,1.49,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.0,0.64,0.0,0.64,0.64,0.0,0.64,0.64,0.85,0.64,0.0,25.1,0.43,2.13,10.2,14.3,4.04,23.2,14.7,81.1,45.1,2.34,0.64,0.21,1.91,1.49,17.7,6.17,0.0,0.0,0.0,0.21,1.06,1.06,1.28,0.0,0.0,0.0,0.0,2.98,0.64,1.91,25.0,2021-12-28,3000000.0
1667,Mariano,DOM,FW,Real Madrid,La Liga,28.0,1993,9,3,342,3.8,0.26,3.68,0.79,21.4,0.07,0.33,12.8,0.0,0.0,0.0,11.6,15.3,75.9,179.7,39.2,6.58,7.89,83.3,3.42,3.95,86.7,1.05,2.11,50.0,0.26,1.32,0.53,1.05,0.0,1.32,15.3,13.4,1.84,0.0,0.53,1.05,0.53,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.53,2.63,1.84,0.0,0.53,0.0,0.0,0.26,0.53,0.26,0.0,0.0,0.0,0.0,0.26,0.53,0.53,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.79,1.05,0.0,25.8,0.79,2.63,11.3,13.7,5.53,23.9,15.3,76.3,43.7,3.42,0.79,0.79,2.63,0.79,19.5,5.53,0.53,0.0,0.0,0.53,0.0,1.05,0.53,0.53,0.0,0.0,0.0,1.58,3.16,1.05,75.0,2022-04-06,400000.0
1672,Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,23.0,1999,2,0,24,0.3,0.0,3.33,0.0,0.0,0.0,0.0,33.8,0.0,0.0,0.0,20.0,30.0,66.7,256.7,140.0,10.0,10.0,100.0,6.67,10.0,66.7,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,6.67,30.0,26.7,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,20.0,0.0,3.33,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,3.33,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,43.3,0.0,0.0,20.0,23.3,3.33,40.0,20.0,100.0,53.3,6.67,0.0,3.33,0.0,0.0,20.0,6.67,0.0,0.0,0.0,0.0,3.33,0.0,0.0,3.33,0.0,0.0,0.0,10.0,3.33,3.33,50.0,2021-12-22,4500000.0
1676,Anthony Martial,FRA,FW,Manchester Utd,Premier League,26.0,1995,8,2,212,2.4,0.42,2.08,0.83,40.0,0.2,0.5,12.3,0.0,0.0,0.0,27.5,35.4,77.6,410.0,98.3,15.0,18.8,80.0,11.7,13.8,84.8,0.83,1.67,50.0,0.0,0.42,0.83,1.67,0.0,3.33,35.4,35.0,0.42,0.0,0.42,0.42,2.08,0.0,0.0,0.0,0.0,0.0,27.5,0.0,1.67,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.0,0.42,0.0,0.42,0.0,0.42,1.25,0.0,1.25,0.42,0.83,0.83,0.0,45.8,0.42,3.75,16.7,27.5,7.92,45.4,36.7,203.8,136.3,7.5,1.67,1.67,1.67,0.83,39.6,12.5,0.0,0.0,0.0,0.42,1.67,0.83,2.08,0.42,0.0,0.0,0.0,2.08,2.08,1.25,62.5,2022-03-21,28000000.0
1700,Jaime Mata,ESP,FW,Getafe,La Liga,33.0,1988,22,4,672,7.5,0.13,1.2,0.4,33.3,0.11,0.33,13.6,0.0,0.0,0.0,18.0,27.1,66.5,251.9,50.1,10.3,14.3,72.0,5.47,7.73,70.7,0.93,1.87,50.0,0.0,0.93,0.93,0.4,0.0,1.6,27.1,25.9,1.2,0.0,0.0,0.53,0.8,0.0,0.0,0.0,0.0,0.27,18.0,0.0,1.73,1.73,1.6,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.53,0.53,0.27,0.53,0.0,0.67,0.0,0.67,0.67,0.27,0.4,0.67,2.0,0.67,0.0,39.3,0.8,3.33,16.8,20.9,4.67,38.1,24.8,106.8,53.2,1.73,0.93,0.13,3.73,1.47,30.1,9.2,0.93,0.0,0.0,3.07,2.27,1.2,0.8,0.53,0.0,0.0,0.0,3.6,3.47,8.13,29.9,2021-12-30,3000000.0
1705,Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,24.0,1997,22,13,1145,12.7,0.39,2.91,1.42,48.6,0.14,0.28,10.5,0.0,0.0,0.0,13.3,19.1,69.5,163.1,19.6,8.82,11.3,77.8,3.39,4.88,69.4,0.24,0.87,27.3,0.08,0.55,0.31,0.24,0.08,0.31,19.1,17.9,1.26,0.0,0.0,0.16,0.71,0.0,0.0,0.0,0.0,0.0,13.3,0.16,1.1,1.42,1.18,0.0,0.0,0.24,0.0,0.0,0.16,0.08,0.0,0.0,0.08,0.0,0.0,0.55,0.39,0.08,0.39,0.08,0.24,1.02,23.1,0.79,0.94,0.24,0.71,0.31,0.87,1.18,0.0,30.6,1.42,2.99,15.6,13.2,5.2,29.3,16.5,72.4,34.7,2.13,0.39,0.79,2.36,1.42,21.8,4.8,0.16,0.0,0.0,1.5,0.79,1.1,0.71,0.39,0.0,0.0,0.0,3.62,3.31,4.17,44.2,2022-03-29,8000000.0
1710,Neal Maupay,FRA,FW,Brighton,Premier League,25.0,1996,32,25,2276,25.3,0.32,2.33,0.55,23.7,0.12,0.5,15.9,0.0,0.04,0.08,18.9,24.4,77.6,270.7,40.8,11.4,13.6,84.3,5.49,6.76,81.3,0.95,1.42,66.7,0.08,0.91,0.63,1.03,0.08,1.38,24.4,22.2,2.21,0.04,0.04,0.24,0.2,0.04,0.0,0.0,0.0,0.28,18.9,0.12,1.3,2.53,1.82,0.0,0.28,0.24,0.2,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.75,0.47,0.12,0.36,0.28,0.2,0.55,35.7,0.36,0.83,0.12,0.71,0.4,1.15,0.12,0.0,35.0,0.32,2.13,14.3,20.4,5.14,32.7,24.2,98.3,48.2,2.77,1.19,0.47,1.94,2.17,25.1,8.46,0.28,0.0,0.0,1.46,1.54,0.24,0.2,0.47,0.0,0.0,0.0,4.62,0.95,3.08,23.5,2021-12-23,20000000.0
1716,Borja Mayoral,ESP,FW,Getafe,La Liga,25.0,1997,18,11,1044,11.6,0.52,1.38,0.52,37.5,0.31,0.83,15.8,0.0,0.09,0.09,16.7,21.7,77.0,254.1,45.7,10.0,11.8,84.7,3.88,5.52,70.3,1.9,2.33,81.5,0.09,1.03,0.95,0.52,0.26,1.21,21.7,20.6,1.12,0.09,0.09,0.6,0.6,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.78,2.33,1.98,0.0,0.17,0.17,0.0,0.0,0.52,0.34,0.0,0.09,0.09,0.0,0.0,0.69,0.43,0.09,0.43,0.17,0.26,0.26,100.0,0.0,1.29,0.34,0.95,0.78,1.47,0.26,0.0,33.1,0.69,2.67,17.6,14.7,4.31,32.0,22.5,101.1,47.3,2.5,0.78,0.52,2.59,1.64,23.0,6.03,0.26,0.0,0.0,1.12,1.9,0.34,0.6,0.43,0.0,0.0,0.0,4.91,1.98,3.62,35.4,2022-03-21,9000000.0
1724,Bryan Mbeumo,FRA,FW,Brentford,Premier League,22.0,1999,35,34,2905,32.3,0.12,2.38,0.59,24.7,0.04,0.16,15.9,0.09,0.03,0.03,16.8,25.2,66.8,275.9,57.8,9.35,11.8,79.3,5.08,7.59,66.9,1.8,3.65,49.2,0.22,1.11,0.77,0.8,0.15,1.52,25.2,23.7,1.49,0.56,0.03,1.02,1.67,0.56,0.37,0.09,0.06,0.22,16.8,0.09,1.39,2.38,1.52,0.28,0.25,0.15,0.15,0.03,0.37,0.31,0.03,0.0,0.0,0.03,0.0,1.18,0.77,0.09,0.56,0.53,0.22,0.56,38.9,0.34,1.18,0.25,0.93,0.71,1.89,0.65,0.0,37.8,0.8,4.46,14.6,21.5,4.83,36.3,23.8,133.9,74.0,3.87,1.11,0.99,2.51,1.95,26.2,8.24,0.12,0.0,0.0,0.71,1.27,0.4,1.67,0.77,0.0,0.0,0.0,5.54,1.05,3.81,21.7,2021-12-23,16000000.0
