Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,CK,CkIn,CkOut,CkStr,TI,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,date,Valuation
2539,Riccardo Sottil,ITA,FW,Fiorentina,Serie A,22.0,1999,24,14,1239,13.8,0.22,1.59,0.72,45.5,0.14,0.3,16.7,0.07,0.0,0.0,21.8,28.0,78.0,418.4,62.6,9.06,10.3,88.0,10.1,12.7,79.4,2.54,3.62,70.0,0.14,1.01,0.58,1.3,0.43,1.88,28.0,27.6,0.36,0.07,0.0,1.3,3.04,0.0,0.0,0.0,0.0,0.22,21.8,0.07,1.74,1.81,1.3,0.0,0.22,0.07,0.22,0.0,0.29,0.22,0.0,0.07,0.0,0.0,0.0,0.72,0.29,0.29,0.36,0.07,0.14,0.43,33.3,0.29,0.8,0.0,0.8,0.14,0.87,0.22,0.0,39.7,0.29,2.83,19.8,23.3,4.06,39.3,33.8,338.8,214.5,9.71,3.62,1.96,1.88,1.81,32.6,5.58,0.29,0.07,0.07,1.09,3.04,0.51,3.04,0.29,0.0,0.0,0.0,4.28,0.72,0.87,45.5,2021-12-28,9000000.0
2542,Sambou Soumano,SEN,FW,Lorient,Ligue 1,21.0,2001,21,4,447,5.0,0.6,3.6,0.8,22.2,0.17,0.75,10.6,0.0,0.0,0.0,12.4,18.6,66.7,195.4,35.2,7.2,9.2,78.3,3.2,4.6,69.6,1.4,2.6,53.8,0.0,0.8,0.8,0.2,0.2,0.4,18.6,16.6,2.0,0.0,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.2,12.4,0.0,1.6,1.6,1.0,0.0,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.2,0.0,0.4,0.2,0.2,0.4,50.0,0.2,0.8,0.0,0.8,1.0,1.6,0.6,0.0,35.4,0.8,3.6,19.8,13.4,6.8,33.4,25.0,102.0,53.2,2.8,0.6,1.0,3.6,4.6,23.8,5.8,0.2,0.0,0.0,2.8,2.2,1.4,0.6,0.2,0.0,0.0,0.0,5.6,3.4,4.4,43.6,2022-05-30,1200000.0
2566,Raheem Sterling,ENG,FW,Manchester City,Premier League,27.0,1994,30,23,2128,23.6,0.55,2.29,1.06,46.3,0.2,0.44,13.8,0.0,0.08,0.13,30.6,37.1,82.4,431.7,90.0,19.3,21.5,89.8,9.41,11.1,84.7,1.1,1.99,55.3,0.21,1.74,0.68,2.33,0.34,3.18,37.1,36.7,0.42,0.13,0.04,0.3,2.2,0.08,0.0,0.04,0.0,0.13,30.6,0.21,1.86,3.81,2.92,0.04,0.47,0.13,0.21,0.04,0.47,0.21,0.0,0.0,0.08,0.17,0.0,1.19,0.76,0.08,0.55,0.55,0.25,0.89,28.6,0.64,0.64,0.0,0.64,0.64,1.82,0.13,0.0,50.9,0.3,2.5,16.1,36.0,9.19,50.6,44.0,211.3,126.2,7.97,1.4,2.2,1.91,3.05,42.5,9.92,0.04,0.0,0.0,1.14,1.95,0.38,2.2,0.76,0.08,0.0,0.0,4.75,0.21,1.19,15.2,2021-12-23,85000000.0
2587,Isaac Success,NGA,FW,Udinese,Serie A,26.0,1996,22,11,911,10.1,0.2,2.48,1.29,52.0,0.08,0.15,16.5,0.0,0.0,0.0,17.9,28.3,63.3,308.1,77.7,8.81,13.4,65.9,6.04,8.51,70.9,2.18,3.96,55.0,0.59,1.68,1.78,0.59,0.1,1.88,28.3,28.1,0.2,0.0,0.4,0.59,0.69,0.0,0.0,0.0,0.0,0.1,17.9,0.5,1.49,3.96,2.77,0.0,0.5,0.2,0.4,0.1,0.79,0.79,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.2,0.1,0.0,0.1,0.0,0.1,0.69,0.0,0.69,0.1,0.4,0.4,0.0,43.7,0.69,3.17,19.0,23.5,6.44,43.5,30.7,136.5,77.7,4.16,1.09,1.09,4.06,2.08,35.3,9.11,0.1,0.1,0.0,2.48,3.76,0.5,0.69,0.3,0.0,0.1,0.0,4.85,1.98,3.76,34.5,2021-12-28,2000000.0
2592,Suso,ESP,FW,Sevilla,La Liga,28.0,1993,8,6,384,4.3,0.0,1.4,0.47,33.3,0.0,0.0,22.3,0.0,0.0,0.0,33.0,43.3,76.3,553.0,133.5,18.4,20.2,90.8,11.9,15.8,75.0,2.79,5.81,48.0,0.23,0.7,1.63,2.09,0.47,3.02,43.3,40.9,2.33,0.47,0.0,2.09,2.33,1.16,0.47,0.0,0.0,0.7,33.0,0.23,1.4,2.33,1.86,0.0,0.23,0.23,0.0,0.0,0.7,0.47,0.0,0.0,0.23,0.0,0.0,1.16,0.47,0.23,0.93,0.0,0.47,1.63,28.6,1.16,1.4,0.0,1.4,0.23,1.4,0.0,0.0,53.0,0.23,4.42,23.7,29.3,2.33,50.9,39.1,185.6,92.3,4.42,2.09,0.23,2.09,1.16,43.7,6.51,0.0,0.0,0.0,0.23,1.86,0.47,2.33,0.47,0.0,0.0,0.0,3.72,0.7,0.7,50.0,2021-12-30,16000000.0
2597,Mamadou Sylla,SEN,FW,Alavés,La Liga,28.0,1994,13,4,394,4.4,0.0,0.45,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,8.86,15.7,56.5,165.2,35.0,4.55,7.5,60.6,3.41,5.45,62.5,0.91,2.05,44.4,0.0,0.68,0.91,0.45,0.23,0.91,15.7,14.8,0.91,0.0,0.0,0.91,1.59,0.0,0.0,0.0,0.0,0.0,8.86,0.0,1.14,0.68,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.68,0.0,0.45,0.45,0.45,0.68,66.7,0.23,0.0,0.0,0.0,0.23,1.14,0.91,0.0,25.5,0.68,2.27,10.7,13.6,2.73,24.5,14.5,97.5,43.4,1.14,0.45,0.23,2.95,1.14,18.4,7.05,0.23,0.0,0.0,2.05,1.82,1.36,1.59,0.68,0.0,0.0,0.0,2.73,3.41,2.27,60.0,2021-12-30,1200000.0
2615,Oussama Targhalline,MAR,FW,Marseille,Ligue 1,20.0,2002,2,0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,100.0,890.0,120.0,50.0,50.0,100.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,10.0,40.0,40.0,0.0,80.0,50.0,490.0,350.0,10.0,10.0,0.0,0.0,0.0,70.0,10.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-05-30,200000.0
2625,Jordan Tell,FRA,FW,Clermont Foot,Ligue 1,24.0,1997,15,1,290,3.2,0.31,2.19,0.94,42.9,0.14,0.33,11.8,0.0,0.0,0.0,21.9,26.6,82.4,326.6,50.6,13.1,13.8,95.5,6.56,8.44,77.8,1.56,1.88,83.3,0.31,0.94,0.94,0.31,0.0,0.94,26.6,25.0,1.56,0.0,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.63,21.9,0.0,1.25,1.88,1.56,0.0,0.0,0.0,0.0,0.31,0.31,0.31,0.0,0.0,0.0,0.0,0.0,1.88,0.94,0.0,1.25,0.63,0.0,0.0,0.0,0.0,1.25,0.0,1.25,0.31,2.19,0.31,0.0,42.2,0.0,5.31,21.9,18.4,3.44,40.6,29.7,134.1,43.8,3.13,1.25,0.63,4.06,3.44,30.3,5.94,0.31,0.0,0.0,0.94,0.94,0.0,0.31,0.94,0.0,0.0,0.0,5.31,2.19,2.5,46.7,2021-12-16,650000.0
2663,Karl Toko Ekambi,CMR,FW,Lyon,Ligue 1,29.0,1992,30,26,2296,25.5,0.47,2.9,1.41,48.6,0.14,0.28,14.2,0.0,0.08,0.08,29.5,37.1,79.5,474.9,96.1,15.8,18.3,86.5,10.6,13.0,81.6,2.27,3.65,62.4,0.2,1.45,0.98,1.65,0.63,2.51,37.1,36.3,0.78,0.0,0.16,0.9,2.2,0.0,0.0,0.0,0.0,0.59,29.5,0.16,1.18,2.9,2.24,0.0,0.51,0.16,0.0,0.0,0.47,0.35,0.0,0.04,0.08,0.0,0.0,0.55,0.24,0.08,0.31,0.16,0.2,0.94,20.8,0.75,1.22,0.0,1.22,1.22,1.76,0.43,0.0,50.5,0.59,5.06,23.3,25.8,6.24,49.6,37.6,212.7,124.5,6.43,1.49,1.33,2.31,1.92,39.4,7.88,0.12,0.0,0.0,0.71,0.63,0.43,2.2,0.24,0.0,0.0,0.0,5.96,1.25,0.98,56.1,2022-05-30,15000000.0
2675,Ivan Toney,ENG,FW,Brentford,Premier League,26.0,1996,33,32,2909,32.3,0.37,2.57,0.74,28.9,0.08,0.29,15.1,0.0,0.15,0.15,14.2,24.1,58.8,207.3,71.8,8.45,12.2,69.1,3.96,7.24,54.7,1.05,2.29,45.9,0.15,1.24,1.8,0.87,0.06,2.38,24.1,23.3,0.84,0.15,0.4,0.25,0.9,0.06,0.03,0.0,0.0,0.28,14.2,0.19,1.46,2.48,1.64,0.03,0.12,0.28,0.34,0.06,0.31,0.19,0.0,0.03,0.0,0.09,0.0,0.96,0.62,0.15,0.5,0.31,0.19,0.8,23.1,0.62,0.96,0.09,0.87,0.65,1.61,1.33,0.03,38.7,1.67,4.86,18.2,17.3,5.23,37.9,19.8,73.2,36.2,1.67,0.53,0.31,3.07,1.58,28.1,6.35,0.25,0.0,0.0,1.89,2.6,0.77,0.9,0.62,0.09,0.0,0.0,4.49,4.64,4.33,51.7,2022-03-29,35000000.0
2676,Ernesto Torregrossa,ITA,FW,Sampdoria,Serie A,29.0,1992,10,0,116,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,35.4,67.4,457.7,100.8,13.1,16.2,81.0,6.92,10.8,64.3,3.85,5.38,71.4,0.0,1.54,3.08,0.77,0.0,2.31,35.4,34.6,0.77,0.0,0.0,1.54,0.77,0.0,0.0,0.0,0.0,0.0,23.8,0.77,3.08,4.62,3.08,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.54,0.0,0.77,0.77,0.0,0.77,0.0,0.77,0.0,0.0,0.0,0.0,1.54,0.77,0.0,50.0,0.77,2.31,27.7,24.6,5.38,49.2,35.4,123.1,63.8,3.85,2.31,0.0,2.31,3.85,40.8,16.9,0.77,0.0,0.0,5.38,5.38,3.85,0.77,1.54,0.0,0.0,0.0,4.62,1.54,3.85,28.6,2021-12-28,3500000.0
2686,Cenk Tosun,TUR,FW,Everton,Premier League,30.0,1991,1,0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,100.0,370.0,0.0,10.0,10.0,100.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,20.0,130.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,2021-12-23,2500000.0
2690,Yoann Touzghar,TUN,FW,Troyes,Ligue 1,35.0,1986,28,16,1457,16.2,0.25,1.67,0.74,44.4,0.15,0.33,12.8,0.0,0.0,0.0,14.9,18.9,78.8,216.3,25.4,9.2,11.3,81.4,4.44,5.37,82.8,0.86,1.11,77.8,0.0,0.86,0.43,0.25,0.0,0.62,18.9,16.7,2.16,0.0,0.0,0.12,0.49,0.0,0.0,0.0,0.0,0.0,14.9,0.0,0.56,1.73,1.23,0.0,0.0,0.25,0.19,0.06,0.12,0.06,0.0,0.0,0.06,0.0,0.0,0.31,0.31,0.06,0.12,0.12,0.12,0.25,50.0,0.12,0.37,0.06,0.31,0.19,0.49,0.49,0.0,25.6,0.56,1.54,13.2,11.5,3.83,23.5,14.1,59.7,19.0,1.36,0.19,0.49,1.79,0.93,17.8,5.8,0.0,0.0,0.0,0.43,1.36,0.56,0.49,0.31,0.0,0.0,0.0,3.83,1.17,2.59,31.1,2022-05-30,600000.0
2752,Jamie Vardy,ENG,FW,Leicester City,Premier League,35.0,1987,25,20,1806,20.1,0.75,2.64,1.24,47.2,0.28,0.6,12.1,0.0,0.0,0.0,9.55,13.2,72.2,163.3,32.8,4.38,5.87,74.6,4.13,5.22,79.0,0.7,1.19,58.3,0.1,0.95,0.6,0.95,0.15,1.34,13.2,11.4,1.79,0.0,0.05,0.15,0.85,0.0,0.0,0.0,0.0,0.0,9.55,0.1,0.7,1.89,1.49,0.0,0.1,0.15,0.05,0.1,0.25,0.1,0.0,0.1,0.05,0.0,0.0,0.35,0.2,0.0,0.2,0.15,0.05,0.3,16.7,0.25,0.5,0.05,0.45,0.35,0.7,0.8,0.0,20.6,0.8,1.64,8.36,12.0,5.62,18.9,10.9,68.9,42.6,2.44,0.7,0.95,1.09,0.55,14.1,6.12,0.1,0.0,0.0,0.7,0.65,0.95,0.85,0.2,0.0,0.0,0.05,2.14,1.39,2.39,36.8,2021-12-23,5000000.0
2794,Asier Villalibre,ESP,FW,Athletic Club,La Liga,24.0,1997,19,3,548,6.1,0.33,3.11,0.98,31.6,0.11,0.33,11.3,0.0,0.0,0.0,12.6,20.5,61.6,169.0,21.6,7.87,10.8,72.7,4.1,6.39,64.1,0.16,1.48,11.1,0.0,0.33,0.98,0.16,0.0,0.49,20.5,20.0,0.49,0.0,0.0,0.16,0.66,0.0,0.0,0.0,0.0,0.16,12.6,0.49,0.98,1.48,0.66,0.0,0.16,0.16,0.49,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.66,0.49,0.33,0.16,0.16,0.33,0.66,50.0,0.33,1.15,0.16,0.98,0.0,0.66,0.98,0.0,33.6,1.64,2.13,16.6,17.0,5.08,33.1,22.0,102.1,56.1,2.79,1.64,0.33,3.11,1.48,27.4,9.18,0.0,0.0,0.0,1.97,2.3,0.49,0.66,0.49,0.0,0.0,0.0,1.8,3.61,2.46,59.5,2022-03-21,2500000.0
2828,Ollie Watkins,ENG,FW,Aston Villa,Premier League,26.0,1995,35,33,2952,32.8,0.34,2.35,0.95,40.3,0.13,0.32,13.5,0.0,0.03,0.03,15.0,21.0,71.6,205.1,39.8,9.57,12.2,78.3,3.9,5.67,68.8,0.7,1.25,56.1,0.06,0.98,0.91,0.73,0.03,1.46,21.0,20.0,0.98,0.03,0.15,0.18,0.7,0.0,0.0,0.0,0.0,0.18,15.0,0.06,0.76,2.2,1.55,0.0,0.18,0.21,0.12,0.12,0.24,0.09,0.0,0.03,0.06,0.06,0.0,0.52,0.43,0.06,0.21,0.24,0.06,0.3,20.0,0.24,1.28,0.12,1.16,0.52,1.04,0.79,0.0,33.5,0.88,2.16,14.6,18.4,5.67,32.5,20.9,95.9,56.5,3.38,0.73,1.43,2.74,2.32,25.6,7.87,0.21,0.0,0.0,1.16,1.46,0.52,0.7,0.43,0.03,0.0,0.0,3.17,2.68,3.66,42.3,2021-12-23,35000000.0
2831,Wout Weghorst,NED,FW,Burnley,Premier League,29.0,1992,20,17,1450,16.1,0.12,1.86,0.43,23.3,0.07,0.29,13.6,0.0,0.0,0.0,17.9,26.8,66.7,223.5,50.5,11.8,16.0,73.6,4.1,6.15,66.7,0.75,1.18,63.2,0.19,0.75,1.12,0.5,0.06,1.18,26.8,26.3,0.5,0.0,0.12,0.31,0.5,0.0,0.0,0.0,0.0,0.06,17.9,0.12,1.61,1.74,1.24,0.0,0.19,0.06,0.19,0.06,0.31,0.25,0.0,0.06,0.0,0.0,0.0,1.06,0.75,0.25,0.56,0.25,0.37,1.24,30.0,0.87,1.86,0.31,1.55,0.5,1.55,0.75,0.0,39.8,1.37,4.53,20.6,16.3,4.29,39.3,22.5,69.6,22.2,1.18,0.37,0.25,2.73,2.05,27.5,6.46,0.19,0.0,0.0,2.05,1.3,0.56,0.5,0.75,0.0,0.0,0.0,6.02,4.1,6.65,38.2,2022-03-29,17000000.0
2832,Wout Weghorst,NED,FW,Wolfsburg,Bundesliga,29.0,1992,18,17,1553,17.3,0.35,2.2,1.1,50.0,0.13,0.26,11.9,0.0,0.06,0.12,18.6,26.2,71.1,271.9,44.9,11.3,14.7,76.9,5.26,7.75,67.9,1.27,1.79,71.0,0.06,0.87,1.04,0.46,0.0,1.39,26.2,24.7,1.45,0.06,0.12,0.23,0.12,0.0,0.0,0.0,0.0,0.23,18.6,0.12,0.69,2.14,1.62,0.0,0.12,0.23,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.75,0.4,0.23,0.35,0.17,0.17,0.69,25.0,0.52,0.92,0.17,0.75,0.17,0.92,0.58,0.0,36.7,0.87,3.76,20.0,14.3,5.26,35.2,20.9,69.2,28.8,1.5,0.4,0.29,2.02,1.33,26.8,6.59,0.12,0.0,0.0,0.98,2.08,0.81,0.12,0.4,0.0,0.0,0.0,4.74,3.12,2.66,54.0,2022-03-29,17000000.0
2834,Danny Welbeck,ENG,FW,Brighton,Premier League,31.0,1990,25,15,1478,16.4,0.37,2.62,1.22,46.5,0.14,0.3,12.3,0.0,0.0,0.0,13.8,17.3,79.9,170.7,26.5,9.82,11.5,85.2,3.17,3.78,83.9,0.3,0.61,50.0,0.12,0.91,0.55,0.49,0.0,0.98,17.3,17.1,0.18,0.0,0.0,0.06,0.37,0.0,0.0,0.0,0.0,0.06,13.8,0.06,0.55,2.2,1.65,0.0,0.0,0.24,0.3,0.0,0.24,0.12,0.0,0.0,0.06,0.06,0.0,0.85,0.73,0.06,0.61,0.18,0.12,0.67,18.2,0.55,1.22,0.3,0.91,0.3,1.16,1.04,0.0,30.5,1.1,2.5,10.7,19.1,5.79,30.4,19.5,93.5,45.7,2.93,0.79,0.91,3.05,1.89,22.9,6.71,0.0,0.0,0.0,1.16,1.16,0.24,0.37,0.73,0.06,0.0,0.0,3.11,2.87,4.02,41.6,2021-12-23,3000000.0
2846,Callum Wilson,ENG,FW,Newcastle Utd,Premier League,30.0,1992,18,16,1386,15.4,0.52,2.08,0.78,37.5,0.19,0.5,13.4,0.0,0.13,0.13,7.99,11.4,69.9,115.8,22.1,3.96,5.45,72.6,2.86,3.83,74.6,0.39,0.71,54.5,0.0,0.65,0.45,0.26,0.06,0.45,11.4,10.1,1.3,0.06,0.0,0.06,0.32,0.0,0.0,0.0,0.0,0.13,7.99,0.06,0.58,1.3,1.17,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.39,0.06,0.19,0.26,0.06,0.26,25.0,0.19,0.58,0.26,0.32,0.26,0.78,0.78,0.06,23.8,0.84,2.47,10.1,12.8,4.74,22.4,13.8,50.3,28.1,1.62,0.58,0.84,3.77,1.88,16.7,3.31,0.26,0.0,0.0,2.01,1.69,1.1,0.32,0.39,0.0,0.0,0.0,2.6,1.95,5.06,27.8,2021-12-23,20000000.0
2859,Chris Wood,NZL,FW,Newcastle Utd,Premier League,30.0,1991,17,15,1327,14.7,0.14,1.36,0.41,30.0,0.05,0.17,10.9,0.0,0.07,0.07,12.2,21.8,55.9,152.0,33.7,8.3,13.3,62.2,2.72,5.44,50.0,0.48,1.02,46.7,0.0,0.68,1.22,0.14,0.0,0.88,21.8,21.4,0.34,0.0,0.07,0.07,0.14,0.0,0.0,0.0,0.0,0.0,12.2,0.14,0.82,1.43,1.09,0.0,0.14,0.14,0.07,0.0,0.14,0.07,0.0,0.0,0.0,0.07,0.0,0.27,0.2,0.07,0.2,0.0,0.07,0.14,50.0,0.07,0.54,0.2,0.34,0.14,0.41,0.54,0.0,31.3,0.88,2.79,16.8,12.7,3.54,31.0,11.2,30.6,13.2,0.75,0.27,0.07,3.88,0.75,24.8,5.31,0.0,0.0,0.0,1.5,0.88,0.68,0.14,0.2,0.07,0.0,0.0,3.47,9.93,8.71,53.3,2022-03-29,10000000.0
2860,Chris Wood,NZL,FW,Burnley,Premier League,30.0,1991,17,17,1367,15.2,0.2,2.04,0.66,32.3,0.1,0.3,11.8,0.0,0.0,0.0,12.0,20.3,59.1,175.7,37.2,7.89,12.4,63.8,3.09,5.33,58.0,0.79,1.05,75.0,0.0,0.46,1.12,0.33,0.0,1.25,20.3,19.7,0.53,0.0,0.0,0.13,0.33,0.07,0.07,0.0,0.0,0.0,12.0,0.07,1.12,1.38,1.05,0.0,0.07,0.13,0.13,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.72,0.53,0.13,0.33,0.26,0.26,0.53,50.0,0.26,1.05,0.46,0.59,0.26,0.99,0.39,0.0,29.7,0.79,1.84,13.3,15.4,3.29,29.2,12.8,42.2,17.0,1.12,0.39,0.13,3.36,0.99,23.4,5.92,0.07,0.0,0.0,0.92,0.59,1.05,0.33,0.53,0.0,0.0,0.0,2.7,7.5,6.91,52.1,2022-03-29,10000000.0
2867,Andriy Yarmolenko,UKR,FW,West Ham,Premier League,32.0,1989,19,1,316,3.5,0.29,3.14,1.43,45.5,0.09,0.2,14.9,0.0,0.0,0.0,22.6,30.6,73.8,381.7,79.1,11.7,15.7,74.5,8.29,10.6,78.4,2.29,3.14,72.7,0.0,0.86,0.29,1.43,0.29,2.29,30.6,30.0,0.57,0.0,0.0,0.57,1.43,0.0,0.0,0.0,0.0,0.0,22.6,0.29,1.71,2.0,1.14,0.0,0.57,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.29,0.57,0.0,0.86,2.0,42.9,1.14,1.43,0.57,0.86,0.29,1.14,0.29,0.0,42.6,0.86,6.57,16.3,22.9,6.57,42.0,31.7,195.1,107.7,4.29,1.71,1.71,1.43,1.43,34.0,9.14,0.29,0.0,0.0,0.29,1.43,0.86,1.43,0.0,0.0,0.0,0.0,4.86,1.14,2.29,33.3,2021-12-23,3500000.0
2869,Kelvin Yeboah,ITA,FW,Genoa,Serie A,22.0,2000,17,9,850,9.4,0.0,1.7,0.43,25.0,0.0,0.0,17.4,0.0,0.0,0.0,12.9,19.8,65.1,174.3,47.7,7.45,10.0,74.5,3.51,5.74,61.1,0.74,1.17,63.6,0.11,1.17,0.85,0.43,0.21,0.85,19.8,19.1,0.64,0.0,0.0,0.21,1.38,0.0,0.0,0.0,0.0,0.21,12.9,0.0,1.38,3.09,2.13,0.0,0.32,0.11,0.43,0.11,0.32,0.21,0.0,0.0,0.0,0.11,0.0,1.17,0.85,0.64,0.43,0.11,0.64,1.38,46.2,0.74,2.66,0.21,2.45,0.11,1.28,0.53,0.0,38.1,1.06,4.15,17.0,19.7,5.96,37.4,25.2,126.0,75.5,3.83,1.17,1.49,4.47,2.66,26.6,7.23,0.21,0.0,0.0,3.19,3.19,0.74,1.38,0.85,0.11,0.0,0.0,5.64,3.09,5.53,35.8,2022-03-15,5500000.0
2880,Mattia Zaccagni,ITA,FW,Lazio,Serie A,26.0,1995,29,21,1876,20.8,0.19,1.59,0.48,30.3,0.12,0.4,14.8,0.0,0.0,0.0,29.3,35.9,81.7,431.3,103.2,17.2,19.8,87.1,9.42,11.0,85.6,1.63,2.98,54.8,0.24,1.25,1.01,1.39,0.1,3.41,35.9,34.7,1.2,0.24,0.05,0.72,2.02,0.19,0.0,0.05,0.0,0.67,29.3,0.05,1.44,2.6,1.97,0.05,0.05,0.19,0.29,0.05,0.53,0.34,0.0,0.0,0.05,0.14,0.0,1.63,1.11,0.67,0.53,0.43,0.53,1.11,47.8,0.58,1.59,0.1,1.49,1.3,2.93,0.34,0.0,49.1,0.77,6.83,21.5,25.0,5.19,48.1,40.0,263.1,162.6,8.89,2.16,1.78,1.73,1.01,38.4,5.24,0.29,0.0,0.0,1.54,3.94,0.1,2.02,1.11,0.05,0.0,0.0,4.04,0.87,0.96,47.4,2022-03-15,18000000.0
2882,Wilfried Zaha,CIV,FW,Crystal Palace,Premier League,29.0,1992,33,31,2760,30.7,0.46,2.02,0.85,41.9,0.15,0.35,18.5,0.0,0.16,0.23,24.4,31.4,77.6,395.8,109.9,12.7,15.3,83.0,9.06,11.2,80.8,2.08,3.06,68.1,0.03,1.43,1.24,2.12,0.49,3.78,31.4,30.5,0.91,0.2,0.03,0.46,1.6,0.07,0.0,0.0,0.0,0.52,24.4,0.1,1.4,3.39,2.38,0.0,0.46,0.26,0.26,0.03,0.39,0.2,0.0,0.1,0.07,0.03,0.0,1.56,1.14,0.49,0.72,0.36,0.29,0.91,32.1,0.62,0.88,0.0,0.88,0.78,2.35,0.13,0.0,49.9,0.49,5.34,24.3,25.3,5.02,49.1,42.9,215.0,126.7,7.46,2.51,1.66,3.55,4.59,37.9,7.59,0.2,0.03,0.03,1.34,4.04,0.81,1.6,1.14,0.03,0.0,0.0,6.91,0.62,1.69,26.8,2021-12-23,40000000.0
2911,Simon Zoller,GER,FW,Bochum,Bundesliga,30.0,1991,10,6,596,6.6,0.45,1.67,1.06,63.6,0.27,0.43,11.1,0.0,0.0,0.0,18.2,23.8,76.4,289.5,54.1,9.09,10.8,84.5,6.52,8.03,81.1,1.67,3.03,55.0,0.3,1.06,0.91,0.61,0.45,1.21,23.8,22.0,1.82,0.0,0.0,0.61,1.67,0.0,0.0,0.0,0.0,1.21,18.2,0.3,0.76,1.36,1.06,0.0,0.0,0.15,0.15,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.45,0.3,0.0,0.0,0.45,0.0,0.45,0.0,0.45,0.61,0.0,0.61,0.45,0.91,0.3,0.0,30.0,1.06,4.09,13.3,13.3,3.48,28.2,16.1,63.8,29.1,1.06,0.3,0.15,2.12,0.0,20.0,3.03,0.45,0.0,0.0,2.42,0.76,0.45,1.67,0.3,0.0,0.0,0.0,6.21,1.21,1.52,44.4,2021-12-22,1800000.0
