Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,date,Valuation,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%
515,Carlos Clerc,ESP,DFMF,Elche,La Liga,30.0,1992,15,14,1172,13.0,0.0,0.38,0.23,60.0,0.0,0.0,15.2,0.0,0.0,0.0,35.1,48.1,73.0,512.9,204.5,21.4,24.6,86.9,11.2,15.0,74.4,1.85,5.15,35.8,0.08,0.23,1.62,0.46,0.15,2.62,48.1,36.8,11.1,1.08,0.0,,0.23,3.46,0.23,0.0,0.23,0.0,,,,,,,9.77,,35.1,0.15,,,1.54,1.08,0.77,0.15,0.08,0.0,0.08,0.0,0.15,0.08,0.0,0.0,0.0,0.08,0.0,2.38,1.62,1.69,0.62,0.08,0.85,1.31,64.7,0.46,,,,,,,0.92,0.23,,0.69,0.85,3.23,2.69,0.08,58.5,4.23,19.4,25.6,13.8,1.38,58.5,,,,,,29.4,149.4,58.6,2.15,1.23,0.15,1.23,0.77,,32.8,,3.77,0.08,0.0,0.0,0.92,0.85,0.15,3.46,1.62,0.0,0.0,0.0,4.31,0.46,0.54,46.2,2023-03-23,1800000.0,1.77,0.62,34.8,1.08,60.9
563,Yan Couto,BRA,DFMF,Girona,La Liga,20.0,2002,14,7,684,7.6,0.0,0.66,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,38.9,51.6,75.5,619.9,178.0,20.5,23.0,89.1,13.7,18.2,75.4,3.16,6.32,50.0,0.13,1.18,3.03,1.84,0.79,4.87,51.6,45.3,6.18,0.53,0.0,,0.39,4.61,0.0,0.0,0.0,0.0,,,,,,,5.66,,38.9,0.13,,,1.05,3.95,2.5,0.26,0.66,0.13,0.26,0.13,0.26,0.13,0.13,0.0,0.0,0.0,0.0,2.5,1.71,1.05,1.05,0.39,1.18,1.84,64.3,0.66,,,,,,,0.66,0.26,,0.39,0.53,3.03,0.26,0.0,61.8,1.32,15.1,26.2,21.6,1.05,61.8,,,,,,37.6,276.2,150.7,4.34,3.16,0.53,2.24,0.79,,40.8,,6.45,0.13,0.0,0.0,0.92,1.18,0.13,4.61,1.71,0.0,0.0,0.0,6.58,0.13,0.53,20.0,2023-03-23,4000000.0,5.0,2.63,52.6,1.84,36.8
648,Fabio Depaoli,ITA,DFMF,Sampdoria,Serie A,25.0,1997,3,1,136,1.5,0.0,1.33,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,49.3,63.3,77.9,915.3,389.3,20.7,24.0,86.1,20.7,24.0,86.1,7.33,14.0,52.4,0.0,2.67,4.0,2.67,2.67,6.67,63.3,50.0,13.3,0.67,0.67,,0.0,5.33,0.0,0.0,0.0,0.0,,,,,,,12.7,,49.3,0.0,,,0.67,4.0,3.33,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,2.0,1.33,2.0,0.0,2.0,2.67,75.0,0.67,,,,,,,0.67,0.0,,0.67,0.67,4.0,2.67,0.0,78.0,4.0,18.7,37.3,22.7,2.0,78.0,,,,,,48.7,231.3,122.7,1.33,2.0,0.0,1.33,0.67,,46.7,,4.0,0.67,0.0,0.0,0.67,4.67,0.0,5.33,2.0,0.0,0.0,0.0,4.0,0.0,1.33,0.0,2022-11-11,3000000.0,4.67,2.0,42.9,1.33,28.6
668,Abdou Diallo,SEN,DFMF,RB Leipzig,Bundesliga,26.0,1996,5,5,436,4.8,1.0,0.83,0.21,25.0,0.25,1.0,8.0,0.0,0.0,0.0,61.7,71.9,85.8,1157.5,493.1,24.4,26.3,92.9,30.4,33.5,90.7,6.46,10.8,59.6,0.0,0.21,4.58,0.83,0.0,4.58,71.9,69.8,1.88,1.46,0.21,,0.63,0.21,0.0,0.0,0.0,0.0,,,,,,,0.42,,61.7,0.21,,,0.21,1.04,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.04,1.04,0.21,0.0,0.21,0.63,33.3,0.42,,,,,,,0.83,0.63,,0.21,1.46,2.71,3.75,0.0,82.1,9.17,35.8,41.9,4.79,1.67,82.1,,,,,,54.2,304.6,189.4,2.29,0.63,0.21,0.42,0.83,,58.8,,0.42,0.42,0.0,0.0,0.63,0.21,0.21,0.21,1.04,0.0,0.21,0.0,7.08,2.5,1.88,57.1,2022-11-09,15000000.0,0.63,0.63,100.0,0.0,0.0
691,Junior Dina Ebimbe,FRA,DFMF,Eint Frankfurt,Bundesliga,22.0,2000,11,8,780,8.7,2.0,1.84,0.57,31.3,0.13,0.4,14.5,0.0,0.0,0.0,27.9,39.1,71.5,416.7,139.5,16.6,20.5,80.9,9.2,12.4,74.1,1.38,3.91,35.3,0.11,0.92,2.18,0.69,0.11,3.22,39.1,33.7,5.29,0.34,0.11,,0.0,0.57,0.0,0.0,0.0,0.0,,,,,,,4.94,,27.9,0.11,,,0.8,1.72,1.26,0.11,0.11,0.23,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.76,1.84,1.38,1.38,0.0,1.49,2.64,56.5,1.15,,,,,,,1.38,0.46,,0.92,0.8,3.56,1.38,0.0,54.3,2.64,15.2,27.7,12.8,2.99,54.3,,,,,,27.1,175.1,87.8,3.22,2.07,0.57,2.53,1.49,,30.2,,2.99,0.11,0.0,0.0,1.38,1.15,0.23,0.57,1.84,0.0,0.0,0.0,6.21,1.38,1.15,54.5,2022-11-09,7500000.0,3.68,1.49,40.6,1.72,46.9
715,Matt Doherty,IRL,DFMF,Tottenham,Premier League,31.0,1992,12,7,667,7.4,1.0,1.35,0.27,20.0,0.1,0.5,12.1,0.0,0.0,0.0,44.5,55.1,80.6,661.6,165.1,25.7,27.6,93.1,14.5,18.5,78.1,2.43,4.73,51.4,0.0,0.81,1.89,0.68,0.41,2.7,55.1,46.6,8.24,0.27,0.0,,0.14,2.43,0.0,0.0,0.0,0.0,,,,,,,7.97,,44.5,0.27,,,1.08,2.43,1.76,0.0,0.27,0.27,0.14,0.0,0.41,0.27,0.0,0.0,0.14,0.0,0.0,2.16,1.35,1.62,0.41,0.14,1.08,1.22,88.9,0.14,,,,,,,1.49,0.81,,0.68,1.08,3.24,1.89,0.14,67.6,3.65,19.5,24.9,23.2,3.24,67.6,,,,,,33.4,128.8,59.9,2.16,0.68,0.27,1.62,0.41,,41.4,,7.7,0.0,0.0,0.0,1.49,0.54,0.0,2.43,1.35,0.0,0.0,0.0,4.19,2.7,1.76,60.6,2023-03-23,9000000.0,1.62,0.68,41.7,0.54,33.3
724,Kyliane Dong,FRA,DFMF,Troyes,Ligue 1,18.0,2004,3,0,58,0.6,0.0,1.67,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,11.7,23.3,50.0,195.0,10.0,6.67,8.33,80.0,3.33,6.67,50.0,1.67,5.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,23.3,23.3,0.0,0.0,0.0,,1.67,3.33,0.0,0.0,0.0,0.0,,,,,,,0.0,,11.7,0.0,,,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.67,0.0,1.67,1.67,1.67,1.67,100.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,3.33,0.0,0.0,38.3,0.0,1.67,11.7,26.7,3.33,38.3,,,,,,26.7,185.0,125.0,5.0,3.33,0.0,5.0,1.67,,26.7,,11.7,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.67,0.0,0.0,0.0,5.0,0.0,1.67,0.0,2022-11-02,500000.0,3.33,0.0,0.0,3.33,100.0
821,Fali,ESP,DFMF,Cádiz,La Liga,29.0,1993,14,12,914,10.2,0.0,0.39,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,24.3,31.7,76.8,555.5,214.1,6.37,7.75,82.3,12.6,14.7,86.0,5.2,8.63,60.2,0.0,0.29,2.75,0.2,0.0,2.94,31.7,30.8,0.88,0.88,0.1,,0.69,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,24.3,0.0,,,0.29,0.69,0.49,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.37,0.78,0.78,0.59,0.0,0.88,1.18,75.0,0.29,,,,,,,0.98,0.69,,0.29,0.39,1.76,4.41,0.1,41.2,6.47,20.9,18.2,2.25,0.88,41.2,,,,,,19.8,93.6,52.5,0.2,0.0,0.0,0.29,0.0,,22.7,,0.69,0.39,0.0,0.0,0.78,1.08,0.0,0.0,0.78,0.0,0.0,0.0,4.9,1.76,1.18,60.0,2022-11-07,2500000.0,0.29,0.1,33.3,0.1,33.3
863,Alexis Flips,FRA,DFMF,Reims,Ligue 1,23.0,2000,17,14,1011,11.2,2.0,2.59,0.89,34.5,0.07,0.2,23.4,0.27,0.0,0.0,31.0,47.0,66.0,556.3,236.5,14.5,17.4,83.1,11.7,16.6,70.4,4.02,9.2,43.7,0.27,2.32,2.86,1.96,0.98,4.02,47.0,37.6,9.11,2.23,0.27,,0.18,6.43,2.5,0.71,1.34,0.0,,,,,,,4.2,,31.0,0.27,,,1.61,4.2,2.77,0.71,0.09,0.45,0.0,0.18,0.36,0.36,0.0,0.0,0.0,0.0,0.0,2.41,1.43,0.8,0.98,0.63,1.16,2.77,41.9,1.61,,,,,,,1.61,0.36,,1.25,1.61,4.02,0.89,0.0,60.1,2.32,13.8,24.8,22.2,2.05,60.1,,,,,,37.7,188.9,84.0,0.98,1.7,0.18,2.14,0.98,,32.1,,6.25,0.09,0.09,0.0,0.98,0.89,0.18,6.43,1.43,0.0,0.0,0.0,7.41,0.54,1.34,28.6,2023-03-27,5000000.0,1.79,0.54,30.0,1.07,60.0
881,Dimitri Foulquier,FRA,DFMF,Valencia,La Liga,29.0,1993,15,6,665,7.4,0.0,0.27,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,31.5,44.6,70.6,494.2,177.7,16.4,19.1,85.8,12.4,17.0,73.0,1.89,5.0,37.8,0.14,0.54,2.3,0.95,0.68,2.97,44.6,36.8,7.57,0.41,0.0,,0.0,3.38,0.0,0.0,0.0,0.0,,,,,,,7.16,,31.5,0.27,,,1.62,1.35,1.22,0.0,0.0,0.14,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.43,1.62,1.35,0.95,0.14,1.49,1.76,84.6,0.27,,,,,,,1.08,0.0,,1.08,0.68,3.11,1.76,0.0,54.7,2.57,17.4,20.5,17.3,1.08,54.7,,,,,,27.8,153.4,89.5,2.3,2.03,0.41,2.03,0.27,,32.6,,4.59,0.27,0.0,0.0,2.3,0.68,0.0,3.38,1.62,0.0,0.0,0.0,4.32,1.35,1.35,50.0,2022-11-07,3000000.0,1.35,0.68,50.0,0.68,50.0
